blue_wins,first_blood,dragons,heralds,towers_destroyed,wards_placed,wards_destroyed,experience,kills,assists,gold,minions,avg_level,elite_monsters,total_jungle_minions_killed
1,0,1,0,0,4,1,571,-1,-6,-278,17,0,1,-8
1,0,-1,-1,0,1,-2,-1607,-3,-4,-1665,-5,-0.40000000000000036,-2,-20
0,0,-1,0,0,-21,-1,-457,-4,-7,-1527,-7,-0.40000000000000036,-1,23
1,0,0,0,0,1,3,-337,1,0,160,26,0.20000000000000018,0,-20
1,1,1,0,0,6,-1,1487,4,6,2498,7,0,1,16
1,0,1,0,0,34,-3,286,-3,-2,-1556,-42,0.20000000000000018,1,9
0,0,-1,0,0,28,1,-1649,-7,-4,-3324,-21,-0.39999999999999947,-1,-6
1,0,-1,1,0,-5,1,800,-1,-6,-209,36,-0.20000000000000018,0,3
1,1,0,0,0,-3,-1,1830,2,1,1386,17,0.5999999999999996,0,14
1,1,0,0,0,24,1,2937,3,2,2094,23,0.5999999999999996,0,17
0,0,0,0,0,-40,2,-4989,-13,-14,-7070,-16,-1.4000000000000004,0,-19
1,0,1,1,0,-26,2,1833,1,-1,1133,38,0.40000000000000036,2,32
1,0,1,0,0,-1,1,1330,1,4,906,23,0.20000000000000018,1,17
1,1,0,-1,0,1,-4,-2980,0,0,-2523,-46,-0.5999999999999996,-1,-4
1,0,0,0,0,-26,-1,-726,-1,-5,-129,49,-0.40000000000000036,0,4
0,0,-1,1,0,-4,0,340,-1,-1,-1450,-39,0.20000000000000018,0,15
1,0,1,0,0,4,2,2934,1,-3,1217,31,1,1,28
0,1,1,0,0,-1,1,-1992,3,4,91,-26,-0.40000000000000036,1,-11
1,0,-1,0,0,58,-2,1720,0,-7,1128,15,0.20000000000000018,-1,3
0,0,-1,0,0,4,-2,-1567,0,5,672,-3,-0.20000000000000018,-1,-4
1,0,0,0,0,9,-3,-677,1,5,-33,-18,-0.20000000000000018,0,-8
0,1,0,0,0,-2,-2,-530,0,0,1149,21,0,0,2
1,0,1,0,0,5,0,77,-1,0,59,20,0.20000000000000018,1,0
1,0,-1,-1,0,-4,1,147,0,0,399,-8,0.20000000000000018,-2,2
0,1,1,-1,-1,1,-2,-3454,-3,1,-4058,-67,-0.8000000000000007,0,-2
0,0,-1,0,0,6,-2,-868,-1,0,-339,-18,-0.20000000000000018,-1,5
0,1,1,-1,-1,0,-1,-2333,-1,-5,-3686,-34,-0.6000000000000005,0,-6
1,0,-1,0,0,-1,1,170,-5,-17,-2564,13,0,-1,0
1,1,1,0,0,3,1,-462,-1,1,106,32,-0.6000000000000005,1,-4
1,1,1,1,0,21,0,1136,4,3,1910,3,0,2,20
1,0,1,0,0,-1,0,2600,2,2,2400,38,0.40000000000000036,1,8
1,1,1,0,0,-11,3,1131,2,4,975,16,0.20000000000000018,1,3
0,1,-1,0,0,-22,0,4193,5,4,4671,72,0.6000000000000005,-1,1
0,1,1,0,-1,-1,0,-3682,-9,-11,-5540,-52,-0.7999999999999998,1,16
0,1,1,-1,0,-1,1,-1895,-4,-3,-2037,9,0,0,-1
1,1,1,0,0,3,-1,-5,4,2,1281,-12,0.20000000000000018,1,15
1,1,1,0,0,2,0,1341,2,6,1672,10,0.20000000000000018,1,9
0,1,1,1,0,-108,-13,2669,3,0,2123,26,0.6000000000000005,2,11
0,0,0,0,0,-1,1,-148,-2,-3,-646,1,0,0,3
1,0,-1,-1,0,-24,3,529,-2,-4,-72,30,0.20000000000000018,-2,-14
1,1,1,0,0,-1,4,635,5,6,2268,21,0.20000000000000018,1,-3
0,0,-1,0,0,29,-1,-2046,-4,-2,-2365,-2,-0.40000000000000036,-1,-10
1,1,-1,-1,0,1,-2,-290,1,1,-136,-25,0,-2,-15
0,0,1,-1,0,-8,1,-1320,-3,-8,-2683,-20,-0.6000000000000005,0,-14
0,0,1,0,0,-1,1,626,1,1,441,-13,0.20000000000000018,1,24
0,0,0,0,0,-7,3,-1785,-4,-5,-950,14,-0.40000000000000036,0,13
0,0,-1,0,0,-6,0,-2041,-5,-9,-2727,7,-0.5999999999999996,-1,-36
0,0,0,0,0,-31,2,239,2,6,-64,3,0.20000000000000018,0,-4
0,1,-1,0,0,-2,2,-72,1,2,222,6,0,-1,-4
1,0,-1,1,1,1,-7,1098,0,-4,862,-14,0.40000000000000036,0,9
0,1,0,0,0,2,-1,-839,-6,-6,-2636,-34,-0.39999999999999947,0,-5
1,0,1,0,0,23,0,-338,2,1,23,-2,0,1,0
0,0,-1,-1,0,-4,-1,-1752,-4,-8,-1565,53,-0.5999999999999996,-2,-41
1,1,-1,0,0,-3,2,1824,3,4,1545,-17,0.39999999999999947,-1,37
0,1,0,0,0,-1,0,248,5,8,2260,-2,0,0,-11
1,0,-1,0,0,70,-1,-2654,-4,-2,-2535,-12,-0.6000000000000005,-1,-10
1,0,0,-1,0,-22,1,1421,3,3,1514,25,0,-1,-12
1,0,-1,-1,0,-12,2,-26,-2,2,-1426,9,0,-2,-8
1,1,1,0,-1,-26,12,-3087,-2,6,-2414,-43,-0.7999999999999998,1,0
1,0,1,-1,0,-1,3,1105,0,2,1007,55,0.20000000000000018,0,0
1,1,1,0,1,1,3,3580,4,5,4749,49,1,1,12
1,1,0,0,0,-1,-1,-1063,-3,-5,-1358,-5,0,0,0
1,0,0,0,0,-3,0,963,4,4,1474,-16,0.6000000000000005,0,-9
1,1,0,-1,0,5,-3,1543,6,7,2588,11,0.20000000000000018,-1,-12
0,0,1,0,0,3,0,202,1,5,14,-42,-0.20000000000000018,1,0
1,1,-1,1,0,22,2,4990,7,6,5359,20,0.7999999999999998,0,40
0,0,0,1,-1,3,1,-282,-4,-10,-3620,-11,0.20000000000000018,1,16
0,1,0,0,0,1,1,-2516,-3,-5,-2295,-44,-0.40000000000000036,0,-1
0,1,1,0,0,-23,0,-2135,-7,-11,-2932,-4,-0.20000000000000018,1,4
0,1,1,0,0,23,-4,-281,4,5,2037,24,0.1999999999999993,1,-14
1,1,1,0,0,5,3,-609,3,2,992,-15,-0.20000000000000018,1,-9
1,0,0,0,0,1,-2,611,3,7,1568,-9,0,0,21
0,1,-1,1,0,-4,2,322,-1,-7,-727,4,0,0,18
0,1,-1,0,0,2,-1,45,-1,0,-185,3,0,-1,-11
1,1,-1,0,0,38,-1,2276,2,0,1322,13,0.40000000000000036,-1,-8
1,1,0,0,0,1,3,618,2,-2,1068,20,0,0,-8
1,1,1,0,0,3,-4,1433,3,4,1975,15,0,1,3
1,0,1,0,0,3,3,1726,4,9,2391,17,0.40000000000000036,1,17
1,0,0,0,0,-50,-1,368,0,0,570,17,0,0,7
0,1,1,0,0,6,0,1758,3,8,1138,-18,0.6000000000000005,1,4
0,0,1,-1,-1,3,-2,-3956,-8,-6,-6972,-59,-1,0,9
1,0,-1,-1,0,-16,3,-43,0,-1,-422,13,-0.20000000000000018,-2,-1
1,1,1,0,0,16,-2,2360,7,11,2906,-19,0.7999999999999998,1,8
0,0,1,-1,-1,-10,-2,-2032,-4,-2,-4566,-82,-0.20000000000000018,0,9
0,0,1,0,0,0,2,-693,-3,-5,-1571,31,-0.20000000000000018,1,-6
0,0,0,0,0,55,-4,-2950,-7,-6,-3556,-23,-0.40000000000000036,0,6
1,1,1,1,0,28,0,3067,4,4,3015,41,0.40000000000000036,2,-7
1,0,-1,1,0,-9,3,1651,-1,-3,-324,-3,0.40000000000000036,0,7
1,0,1,0,1,21,1,577,4,1,1350,-49,0,1,6
1,0,1,0,0,0,0,-55,2,2,394,-40,0,1,14
1,0,1,-1,0,-14,0,-715,-2,-6,-1597,8,-0.20000000000000018,0,-6
0,0,-1,0,0,-2,2,-5889,-5,-5,-5355,-67,-1.2000000000000002,-1,-48
1,1,1,0,0,-1,1,972,-1,-6,145,14,0.40000000000000036,1,20
1,1,-1,1,0,-21,-1,477,0,-1,1120,35,0.20000000000000018,0,0
1,1,1,0,-1,15,4,277,3,4,99,-15,0.20000000000000018,1,19
1,0,1,1,0,-189,5,403,0,4,980,-17,0.40000000000000036,2,20
1,1,1,0,0,1,0,3549,9,8,5351,23,0.7999999999999998,1,-10
0,0,-1,0,0,-41,-1,-1110,-5,-3,-2490,-31,-0.40000000000000036,-1,0
1,1,1,1,0,5,-2,2742,5,6,3750,53,0.5999999999999996,2,27
1,1,-1,0,0,35,2,-1590,-1,-3,-755,-21,-0.5999999999999996,-1,-8
1,1,0,1,2,6,0,2591,5,5,4161,28,0.6000000000000005,1,4
0,1,1,0,0,-4,0,1149,3,4,1476,10,0.20000000000000018,1,-4
0,0,1,1,0,-2,3,936,1,3,336,8,0.20000000000000018,2,2
0,1,-1,1,0,-11,-2,-406,-2,2,-234,-20,-0.20000000000000018,0,25
0,1,-1,0,0,4,-3,-3111,-4,-7,-1901,0,-0.7999999999999998,-1,-29
0,1,-1,-1,0,-1,-2,-643,-1,-2,-519,-27,0,-2,8
0,0,-1,-1,0,-1,3,-2659,-4,-1,-2301,-46,-0.6000000000000005,-2,8
0,1,-1,1,0,-1,1,977,-1,-3,481,23,0.1999999999999993,0,-11
0,0,-1,-1,0,0,2,-1302,-2,-6,-1413,-29,-0.20000000000000018,-2,-16
1,0,-1,0,0,25,0,-997,-1,-1,-135,-13,0,-1,-9
1,0,0,-1,0,0,3,-145,1,1,442,4,0,-1,-18
1,0,1,0,0,29,4,2431,3,6,2356,33,0.5999999999999996,1,13
0,1,-1,0,0,39,-1,-912,2,11,266,-13,-0.1999999999999993,-1,21
1,0,1,0,0,6,2,476,4,10,525,-16,0.20000000000000018,1,1
1,1,0,1,0,-1,3,2944,4,-2,2859,13,0.8000000000000007,1,1
0,1,-1,-1,0,24,3,2731,5,5,4253,38,0.6000000000000005,-2,-1
1,1,-1,1,0,-3,0,1300,4,6,1923,-6,0.20000000000000018,0,8
0,1,0,-1,-1,-7,2,-1873,-1,-1,-3278,-44,-0.6000000000000005,-1,-19
1,0,0,0,0,-2,1,-441,-6,-2,-1146,62,-0.20000000000000018,0,9
1,1,1,0,0,0,-1,3392,9,4,4091,35,0.7999999999999998,1,20
1,0,-1,0,0,-4,3,725,-2,-5,-379,9,0,-1,-9
1,0,1,-1,0,1,1,100,0,3,476,-22,0.20000000000000018,0,12
1,1,0,0,0,-14,0,1289,3,7,2041,-7,0.5999999999999996,0,0
0,0,0,0,0,9,0,-1506,-3,-8,-1552,-13,-0.20000000000000018,0,10
0,0,0,0,0,2,0,-2024,-8,-9,-2243,8,-0.40000000000000036,0,-15
0,1,0,0,0,40,1,1848,4,3,2237,18,0.40000000000000036,0,-16
1,0,1,0,0,-18,-3,-711,0,2,-1395,-61,-0.20000000000000018,1,6
1,0,1,-1,0,1,0,1665,0,-4,257,-5,0.20000000000000018,0,4
0,1,1,0,0,-3,3,25,1,-1,1323,32,0.20000000000000018,1,-9
0,1,1,0,0,-24,0,-1276,-3,-3,-874,-1,-0.5999999999999996,1,8
1,1,1,1,0,-1,1,2079,8,10,4565,60,0.7999999999999998,2,-8
1,1,-1,1,2,0,7,3583,3,3,5286,92,1,0,8
1,1,-1,1,1,-2,-2,862,1,-2,2544,22,0.20000000000000018,0,0
0,0,1,0,0,-37,0,-1177,-1,-4,-1529,6,-0.20000000000000018,1,-7
1,1,1,0,0,1,2,-663,-1,0,842,21,-0.20000000000000018,1,12
0,1,0,-1,0,-63,1,339,3,3,2318,-13,0,-1,14
0,0,1,0,0,4,-1,-1963,-2,0,-1773,-22,-0.40000000000000036,1,1
0,1,-1,-1,0,-2,-1,-594,-3,-2,-930,13,0.20000000000000018,-2,11
0,0,0,-1,0,-2,1,-2039,0,3,-1851,-59,-0.20000000000000018,-1,-12
0,0,-1,1,0,2,1,903,-2,-2,-280,27,0.40000000000000036,0,-12
0,0,1,0,0,1,-2,-203,-1,-1,-1220,-17,0,1,1
0,0,-1,0,0,-20,-2,-3577,-8,-12,-4851,-18,-0.6000000000000005,-1,-14
1,1,-1,0,0,26,1,1496,2,4,1748,22,0,-1,14
1,1,0,-1,0,-20,1,-2907,-3,-7,-1589,36,-1,-1,-15
1,0,-1,0,0,-15,2,1128,7,4,1756,20,0,-1,-26
1,1,1,-1,0,0,0,-1327,1,-1,-1149,-87,-0.20000000000000018,0,0
0,1,-1,0,0,3,-4,-1410,-2,1,-961,-1,-0.20000000000000018,-1,-28
1,0,-1,1,0,-1,0,-296,0,4,-528,-45,0,0,-12
1,0,1,0,0,-4,4,-1234,-2,-4,-1555,-8,-0.39999999999999947,1,-1
1,1,1,1,0,0,1,2154,7,5,2871,2,0.20000000000000018,2,-3
1,1,1,-1,0,3,-1,1159,0,3,1070,19,0.40000000000000036,0,-6
1,1,1,1,2,25,-13,2903,3,-2,3725,44,0.6000000000000005,2,16
1,0,-1,-1,0,-2,1,2299,-3,0,-180,18,0.6000000000000005,-2,28
0,0,1,0,0,-15,-2,-4822,-8,-5,-5000,-47,-1,1,-15
0,0,1,0,0,1,2,1449,-1,-2,685,37,0.40000000000000036,1,-6
1,1,-1,0,0,-4,1,2660,7,9,3857,18,0.6000000000000005,-1,-10
0,1,-1,0,0,23,-12,-1875,-3,0,-770,-15,-0.6000000000000005,-1,-4
1,0,-1,-1,0,-40,1,-1328,-1,-2,-1406,-20,-0.20000000000000018,-2,-16
0,1,-1,0,0,5,0,-282,-8,-17,-2711,-10,0,-1,19
1,1,-1,0,0,25,2,106,2,0,324,-4,0,-1,-19
1,0,-1,-1,0,-5,-1,-2671,-5,-5,-3344,-8,-1,-2,-21
1,1,1,0,0,-26,13,845,1,6,143,-5,0.20000000000000018,1,16
1,1,-1,-1,0,20,4,71,3,5,1126,2,0.20000000000000018,-2,1
1,1,-1,-1,0,11,0,-2229,-5,-10,-2557,-10,-0.6000000000000005,-2,-5
0,0,-1,-1,0,-25,-1,-586,-2,-1,-1060,34,-0.20000000000000018,-2,-27
1,1,1,0,0,-6,3,2052,6,9,2914,20,0.5999999999999996,1,5
1,0,-1,0,0,1,3,426,0,4,464,7,0,-1,-4
1,1,1,0,0,-19,-1,554,2,0,1399,-8,0.20000000000000018,1,32
0,1,0,0,0,5,0,1443,1,-2,778,-11,0.40000000000000036,0,11
1,1,0,1,0,1,-1,-1224,-1,-5,-1618,-38,-0.20000000000000018,1,11
0,0,-1,0,0,-34,-1,169,-2,-4,-1345,-2,0.20000000000000018,-1,0
1,1,1,-1,0,6,0,1085,1,-1,138,17,0.5999999999999996,0,0
1,0,1,0,0,69,2,185,0,-6,-418,4,0.1999999999999993,1,-9
0,1,1,1,0,3,-2,1319,5,11,789,-4,0.20000000000000018,2,-8
1,1,-1,1,0,-1,3,45,3,5,760,-3,0,0,-18
0,0,0,0,0,-4,1,-1982,-3,-1,-2342,-36,-0.6000000000000005,0,-19
1,1,1,0,0,-6,0,-2232,-2,0,-2302,-55,-0.5999999999999996,1,-3
0,1,1,-1,0,-3,0,-2570,-2,2,-2932,-82,-1,0,-8
0,0,-1,0,0,36,1,159,1,-3,154,-18,0.20000000000000018,-1,4
0,1,-1,0,0,3,6,-1609,-1,6,99,-4,-0.20000000000000018,-1,18
0,0,-1,0,0,-5,-1,-2098,-5,-8,-2876,-11,-0.40000000000000036,-1,-3
0,1,0,0,0,-9,3,2298,7,4,2501,-4,0.8000000000000007,0,-8
0,0,-1,0,0,3,0,-1039,-5,-6,-1557,20,-0.40000000000000036,-1,0
1,1,1,0,0,2,1,495,3,2,1578,-5,0,1,8
0,0,-1,0,0,4,-1,-531,-2,-5,-1630,-2,-0.40000000000000036,-1,-20
1,0,1,0,0,-2,-1,935,1,2,1753,30,0.40000000000000036,1,24
0,1,-1,-1,0,-18,0,-309,-1,1,14,12,0,-2,3
0,0,0,0,0,-1,1,-1208,-2,2,-245,-24,0,0,-3
0,1,0,-1,0,-25,0,542,1,0,1074,18,0,-1,2
0,0,-1,0,0,-30,7,-2434,-6,-8,-3541,-26,-0.39999999999999947,-1,-14
1,1,1,0,0,-3,3,2085,7,2,2915,13,0.7999999999999998,1,-13
0,0,1,0,0,-23,-2,-3537,-7,-3,-4413,-78,-0.6000000000000005,1,5
0,1,0,0,0,-13,-3,-1487,-3,-1,-1517,-9,-0.40000000000000036,0,3
1,1,0,0,0,19,-16,31,3,9,2178,43,0,0,-8
0,1,-1,0,0,7,-1,1240,4,0,1470,-1,0.20000000000000018,-1,-12
1,1,1,0,0,2,-2,4079,5,5,4507,39,0.6000000000000005,1,24
1,1,1,0,0,-26,13,3411,6,7,4387,66,0.6000000000000005,1,-12
0,0,0,0,0,-4,-1,1800,1,5,929,1,0.20000000000000018,0,-2
0,0,1,0,0,-23,-6,-1921,-1,1,-787,19,-0.40000000000000036,1,-6
1,1,-1,0,0,-5,3,1787,6,9,2695,4,0.5999999999999996,-1,-8
0,1,-1,0,0,59,1,-4350,-4,-3,-3173,-66,-1.2000000000000002,-1,-17
0,0,0,0,0,-3,-1,933,-1,-2,-1253,-16,0.40000000000000036,0,-2
1,1,1,0,0,0,-4,1821,4,5,2711,18,0.39999999999999947,1,0
0,1,1,0,0,6,-1,-1021,1,5,-471,-27,-0.20000000000000018,1,-4
0,0,1,-1,0,13,2,111,1,3,1319,30,-0.20000000000000018,0,-2
0,1,0,1,0,-15,0,-1062,2,2,338,-1,-0.20000000000000018,1,-10
1,0,-1,0,0,-3,2,-2155,-4,-2,-2263,-42,-0.39999999999999947,-1,5
1,1,0,1,0,7,0,357,2,1,2038,46,0.20000000000000018,1,1
0,0,-1,-1,0,2,0,-1211,-1,-3,-1911,-47,-0.40000000000000036,-2,-16
0,1,1,0,0,1,-1,473,-1,-2,488,46,0,1,0
1,1,1,0,0,-5,-1,355,1,-1,734,24,-0.20000000000000018,1,-1
1,1,1,0,1,2,1,2289,12,14,5195,21,0.5999999999999996,1,-16
0,1,1,1,0,33,-13,5284,5,-1,3319,67,1,2,5
1,1,1,0,0,24,2,979,3,9,2335,-9,0.20000000000000018,1,16
0,0,-1,0,0,3,-1,-155,-1,-4,-268,4,0,-1,-7
0,1,0,0,0,4,-1,-1148,-1,-1,-1110,-40,0,0,6
1,1,-1,1,0,-1,1,203,4,2,381,-37,0.20000000000000018,0,-5
0,1,-1,0,0,-2,-2,-1396,-4,-5,-1636,0,0,-1,4
1,0,1,1,0,-3,-1,298,0,4,-532,-14,0,2,-2
0,0,-1,0,0,-57,-5,80,-5,-7,-2467,20,-0.40000000000000036,-1,-20
1,0,-1,0,0,1,0,1934,4,8,2460,18,0.40000000000000036,-1,-8
1,1,0,0,0,3,0,1411,1,0,1454,21,0.20000000000000018,0,30
1,1,-1,0,0,-3,2,924,0,-2,450,35,0.20000000000000018,-1,-10
1,0,1,1,0,2,1,451,-2,-2,-300,35,0,2,-7
0,0,1,0,0,22,2,-2188,-3,3,-2343,-38,-0.40000000000000036,1,-28
0,1,-1,0,0,-3,-2,-1516,-1,-6,-1008,-9,-0.40000000000000036,-1,-20
1,1,-1,0,0,-7,-1,-1250,-4,-6,-2442,-24,-0.20000000000000018,-1,12
0,0,-1,-1,0,-1,-2,-3081,-8,-3,-4740,-13,-0.40000000000000036,-2,-34
0,0,-1,-1,0,-3,3,-1406,-1,3,-1603,-62,-0.40000000000000036,-2,-10
0,0,1,-1,0,-26,0,-1462,1,4,-555,-40,-0.40000000000000036,0,-17
0,0,1,-1,0,-9,0,-1031,1,4,-1361,-82,0,0,-11
1,1,1,-1,0,2,1,1979,3,0,2024,30,0.1999999999999993,0,5
1,0,0,0,0,6,-1,1870,2,2,1840,2,0.20000000000000018,0,13
1,0,-1,0,0,3,0,365,0,3,690,-1,0,-1,7
0,1,1,0,0,47,-3,-1136,0,1,-98,-34,-0.20000000000000018,1,-7
1,1,-1,-1,0,-80,-1,1883,0,-2,197,24,0.20000000000000018,-2,5
1,1,0,0,0,10,-2,1067,1,-3,1574,55,0,0,3
0,0,-1,0,0,2,-1,-1730,-7,-9,-3553,-13,-0.40000000000000036,-1,0
0,1,0,0,-1,-6,2,-3610,-9,-18,-5162,30,-0.7999999999999998,0,2
1,1,1,0,0,14,3,2411,2,1,2210,18,0.8000000000000007,1,32
1,1,-1,1,0,-1,-1,2058,6,11,3410,-10,0.7999999999999998,0,16
1,1,1,0,0,3,-4,-74,0,-1,251,-5,-0.20000000000000018,1,1
1,1,0,0,0,-4,1,1995,6,6,3018,-36,0.40000000000000036,0,9
0,0,-1,-1,0,0,0,-3747,-5,-1,-3414,-48,-0.7999999999999998,-2,-4
1,1,1,-1,0,1,-2,857,3,8,2015,49,0.39999999999999947,0,-21
1,1,1,0,0,-1,-1,775,4,7,1422,6,0,1,-7
0,0,0,0,0,32,-1,-619,-1,0,-1727,-9,0.20000000000000018,0,-13
1,1,0,-1,0,-2,4,823,1,0,654,21,0.5999999999999996,-1,-13
1,1,1,1,0,5,2,2805,6,7,3691,54,0.20000000000000018,2,8
0,1,0,0,0,3,-1,4784,8,10,4627,37,1.2000000000000002,0,1
0,1,0,1,0,-2,0,-2284,-6,-7,-3443,-25,-0.6000000000000005,1,-4
0,0,1,1,0,4,-1,-1829,0,5,-819,-12,0,2,-6
1,0,-1,-1,0,1,1,1530,3,3,1856,11,0.40000000000000036,-2,11
1,0,-1,0,0,-5,0,2524,0,-3,1759,30,0.6000000000000005,-1,25
0,1,1,0,0,1,1,1510,4,7,1159,-50,0.40000000000000036,1,21
1,0,1,0,0,-16,-4,-184,-4,-5,-444,15,-0.20000000000000018,1,14
0,0,-1,0,0,123,1,-1620,2,6,-120,6,-0.20000000000000018,-1,-35
1,1,0,1,0,-13,-2,202,2,6,1493,7,0.20000000000000018,1,-7
1,1,1,0,0,1,-1,2324,8,11,4335,-3,0.40000000000000036,1,6
0,1,-1,0,0,-1,2,-4,-3,-2,-935,-29,0.40000000000000036,-1,12
1,1,1,0,0,2,0,199,3,8,1081,-5,-0.20000000000000018,1,0
1,1,1,-1,0,-19,-1,-1734,0,2,-862,-48,-0.20000000000000018,0,-11
0,0,-1,1,0,42,-1,-2347,-4,-5,-2770,-8,-0.40000000000000036,0,-16
1,0,1,1,0,41,4,2756,5,7,3673,33,0.6000000000000005,2,0
0,0,0,-1,-2,3,-1,-2956,-9,-8,-4859,-13,-0.40000000000000036,-1,2
1,1,-1,0,0,3,-1,35,0,-5,428,-3,0,-1,0
0,1,1,0,0,-3,-1,-1569,-5,-3,-733,37,-0.1999999999999993,1,12
0,0,-1,0,0,-4,2,1377,-1,2,936,46,0.40000000000000036,-1,-8
0,0,-1,-1,0,-2,1,646,-2,-3,-1179,7,0.20000000000000018,-2,4
1,1,0,0,0,5,-2,542,3,0,932,-12,-0.20000000000000018,0,5
1,0,0,0,0,-39,2,2063,0,-2,544,25,0.6000000000000005,0,26
0,0,1,0,0,1,-1,1881,2,1,-105,-8,0.20000000000000018,1,27
0,0,1,0,0,1,0,-1045,1,2,-287,-31,0,1,0
1,1,-1,0,0,-14,-1,340,2,4,1052,-23,0,-1,-13
1,1,0,0,0,-20,-1,-316,2,0,2145,23,0.20000000000000018,0,4
0,1,-1,0,0,9,-5,-4005,-4,-2,-3960,-54,-1,-1,-21
0,0,-1,0,0,4,4,711,3,6,1097,-18,0,-1,-19
0,1,-1,0,0,72,-3,-738,-1,0,-671,-10,0,-1,-9
0,0,1,0,0,35,0,-1078,1,6,-236,-24,-0.20000000000000018,1,-12
1,1,1,0,0,2,0,3245,4,1,3212,84,0.7999999999999998,1,-8
1,1,1,0,0,22,0,236,0,-4,-795,-2,0,1,4
1,1,-1,1,1,0,1,2083,5,3,3544,28,0.40000000000000036,0,2
1,1,1,1,0,1,-1,-42,1,1,969,3,0.20000000000000018,2,5
0,1,-1,0,0,3,-1,1133,4,3,2348,27,0.20000000000000018,-1,8
0,1,-1,0,0,65,-1,-3248,-6,-3,-3584,-55,-1.1999999999999993,-1,1
1,1,1,1,0,-2,1,-475,0,-3,330,1,0.20000000000000018,2,11
0,0,0,1,0,-33,4,203,0,1,1112,23,0,1,4
1,1,-1,0,0,2,-3,392,2,2,279,-27,0,-1,-23
0,1,1,0,0,44,-2,426,4,5,1516,16,0,1,-4
0,0,-1,0,0,-5,-3,-4184,-5,-7,-4229,-64,-1,-1,-15
0,0,0,0,0,-5,-1,-2286,-7,-4,-3111,-9,0,0,2
1,1,0,0,0,-7,2,1471,3,4,3686,53,0.40000000000000036,0,0
1,1,1,0,1,3,2,2785,10,11,5136,12,0.40000000000000036,1,4
1,1,0,0,0,-8,0,1368,4,5,1394,20,0.40000000000000036,0,-12
0,0,-1,1,0,-45,1,-2396,-4,-5,-2009,-22,-0.40000000000000036,0,-7
0,1,0,0,0,4,0,-316,1,2,466,18,-0.40000000000000036,0,-12
0,0,-1,0,0,-12,-3,-2388,-8,-9,-4958,-60,-0.7999999999999998,-1,17
0,0,-1,-1,0,-7,-1,-2497,-4,-5,-2825,-14,-0.40000000000000036,-2,-21
0,0,1,0,0,2,-3,-1601,-4,-2,-1716,-28,-0.6000000000000005,1,24
0,1,0,0,0,28,-3,-926,-2,1,-1537,-10,-0.20000000000000018,0,16
0,0,-1,0,0,-3,-2,-2136,-7,-4,-2707,-38,-0.5999999999999996,-1,4
1,1,1,0,0,5,-2,1406,7,13,2857,20,0,1,-4
1,0,1,0,0,0,1,-2169,-7,-7,-3206,-24,-0.40000000000000036,1,14
0,0,-1,0,0,-7,2,-1395,-5,-5,-2670,12,-0.20000000000000018,-1,-14
0,1,0,0,0,1,1,-2502,-4,-4,-960,3,-1,0,-6
0,0,1,0,0,3,-7,-1179,-1,1,-1579,-26,-0.6000000000000005,1,4
0,1,0,0,0,46,-1,-260,1,0,321,0,0,0,3
0,1,0,0,0,4,0,-1161,-3,2,-12,20,-0.20000000000000018,0,7
0,0,0,0,0,-2,3,1716,-1,-6,222,9,0.6000000000000005,0,4
0,1,-1,0,0,-5,3,715,2,3,968,13,0,-1,1
0,1,-1,0,0,-2,2,-3641,-4,-2,-3042,-41,-1,-1,-15
1,1,1,0,0,-1,-1,3981,10,8,6512,50,0.6000000000000005,1,8
1,0,-1,0,0,29,1,164,1,1,904,-1,0.20000000000000018,-1,-8
1,1,1,1,0,7,0,4901,8,9,5365,60,1,2,14
1,1,0,-1,0,-1,1,-2100,-3,1,-1145,-42,-0.40000000000000036,-1,-6
1,1,-1,1,0,1,12,-1508,-2,0,-986,-10,-0.5999999999999996,0,-8
1,1,1,0,0,-43,11,1813,5,10,3719,4,0.40000000000000036,1,7
0,1,-1,-1,0,-7,2,-1702,0,3,-201,-61,-0.6000000000000005,-2,-8
0,1,-1,0,0,-1,0,-1230,-2,0,-1123,-35,-0.20000000000000018,-1,-18
0,0,-1,0,0,9,-2,-2239,-4,-3,-2440,-33,-0.6000000000000005,-1,-3
1,1,-1,1,0,-14,1,4701,5,6,4787,27,1.2000000000000002,0,21
1,1,1,0,0,-2,2,709,3,0,851,-14,0.20000000000000018,1,-4
0,0,1,0,0,-27,-2,-1049,-1,-2,-1315,-22,0,1,6
0,0,-1,-1,-1,-4,1,-1680,-5,-8,-3277,-15,-0.39999999999999947,-2,10
0,0,1,0,0,3,0,-772,-3,-2,-1684,-8,-0.40000000000000036,1,3
0,0,-1,0,0,-3,-2,-1189,-7,-5,-2330,-20,-0.40000000000000036,-1,0
0,1,1,0,0,2,2,151,4,5,1510,-15,0.20000000000000018,1,5
0,1,-1,0,1,1,1,135,1,2,2319,29,0.20000000000000018,-1,-19
1,1,0,1,0,-2,2,2856,7,6,3787,41,0.40000000000000036,1,7
0,0,-1,0,0,-31,2,-1977,-2,-2,-398,21,-0.40000000000000036,-1,-17
1,1,1,1,2,-58,-2,1182,2,2,2864,17,0.40000000000000036,2,12
0,0,-1,-1,0,1,0,-2498,-4,-2,-2993,-42,-0.40000000000000036,-2,-6
0,0,-1,1,0,7,1,1612,3,4,793,-18,0.6000000000000005,0,15
1,0,1,1,0,-40,0,681,-3,-8,284,31,0.40000000000000036,2,8
