blue_wins,first_blood,dragons,heralds,towers_destroyed,wards_placed,wards_destroyed,experience,kills,assists,gold,minions,avg_level,elite_monsters,total_jungle_minions_killed
1,1,0,0,0,1,1,2815,3,0,2717,51,0.5999999999999996,0,1
1,0,-1,0,0,-26,0,2186,4,-2,2428,18,0.40000000000000036,-1,5
1,0,-1,0,0,1,2,1367,-1,1,42,-12,0.40000000000000036,-1,15
1,0,0,-1,0,2,3,-387,-5,-11,-3574,-15,0,-1,-2
0,0,1,0,0,1,-1,-717,0,-2,-1008,-27,0,1,-8
1,1,0,0,0,3,-2,1650,1,-1,714,6,0.6000000000000005,0,18
1,0,-1,0,0,-4,-2,1539,6,7,2239,8,0.8000000000000007,-1,-15
0,0,-1,1,0,0,-2,-1282,-3,-3,-1909,-30,-0.20000000000000018,0,8
1,1,-1,0,0,-39,2,992,-2,-5,305,33,0.20000000000000018,-1,15
0,1,-1,0,0,-3,0,312,0,-4,144,-22,-0.20000000000000018,-1,-4
1,0,-1,0,0,-6,0,-175,2,1,789,14,0.20000000000000018,-1,-22
1,0,-1,1,1,107,1,-625,0,3,8,-33,-0.20000000000000018,0,-24
0,1,0,1,0,-7,3,-157,-1,-1,-754,-8,0.20000000000000018,1,1
0,1,0,0,0,3,-3,-1920,-4,-1,-3363,-32,-0.40000000000000036,0,-7
1,0,-1,0,0,-28,2,-837,2,1,-510,-34,-0.20000000000000018,-1,-15
0,1,0,-1,0,-4,-1,-1664,-2,4,-1080,-36,-0.40000000000000036,-1,-23
0,0,-1,0,0,-24,-1,-1498,-4,-9,-2191,5,-0.39999999999999947,-1,-15
1,0,-1,0,0,37,2,3262,3,1,3274,62,0.5999999999999996,-1,4
0,0,-1,0,0,-27,3,210,-3,-5,149,33,0.40000000000000036,-1,12
0,0,-1,0,0,5,0,-27,0,-7,-317,12,0,-1,-12
1,1,1,0,0,0,1,1766,3,-2,2422,52,0.40000000000000036,1,4
0,1,1,0,0,-33,3,-66,0,1,370,23,-0.20000000000000018,1,-4
1,1,1,0,0,25,-1,1175,3,6,2312,30,0.40000000000000036,1,4
0,0,-1,1,0,79,1,277,-1,2,-96,-7,0.40000000000000036,0,-18
0,0,-1,0,0,23,2,-1763,-4,-10,-2262,19,-0.6000000000000005,-1,-12
0,1,0,0,0,-2,-1,-3731,-7,-13,-4293,-44,-1,0,-12
0,1,-1,-1,0,1,0,-1869,-1,3,-1085,-34,-0.6000000000000005,-2,5
1,1,-1,0,0,17,0,667,5,6,2301,16,0.20000000000000018,-1,-19
0,0,1,0,0,1,2,-237,2,1,800,-28,0,1,-4
1,0,-1,1,1,-5,0,2517,2,-5,2510,8,0.40000000000000036,0,15
1,1,1,1,0,66,-1,1186,5,5,1917,-3,0.40000000000000036,2,32
0,0,1,0,0,0,1,-1482,0,-2,-558,-19,-0.5999999999999996,1,-4
1,1,-1,1,0,234,3,503,2,6,3067,35,0.20000000000000018,0,-12
0,0,1,0,0,-6,-2,-919,-3,-9,-1201,1,0,1,10
0,0,1,0,0,-1,1,-2290,-2,0,-2310,-58,-1,1,-9
0,0,1,0,0,16,-1,557,0,1,203,-45,0.20000000000000018,1,15
0,0,1,0,0,-32,6,248,1,0,117,11,0,1,-18
1,0,1,0,0,-4,2,1118,4,2,2419,14,-0.20000000000000018,1,-16
0,0,0,1,0,-47,1,919,1,1,447,23,0.40000000000000036,1,-13
0,0,-1,1,0,-92,-4,-759,-1,-5,-1219,-18,-0.20000000000000018,0,-11
1,1,1,0,0,125,-6,-1951,-2,-1,-1371,-42,-0.20000000000000018,1,17
1,1,1,1,1,-12,-1,1168,7,7,3235,-71,0,2,16
1,1,1,0,0,4,-3,1804,5,7,2299,-3,0.20000000000000018,1,4
0,0,1,0,0,-11,3,-3181,-2,-3,-1556,-9,-0.40000000000000036,1,-19
0,0,-1,-1,0,-6,4,-1622,-4,-7,-1323,33,-0.40000000000000036,-2,-8
1,1,-1,0,0,1,-1,552,2,2,1625,1,0.20000000000000018,-1,0
1,0,1,0,0,7,-2,-48,1,-1,819,1,-0.40000000000000036,1,-8
0,1,1,0,0,-1,1,-742,-1,1,-735,-53,0,1,2
1,1,0,0,0,5,-1,395,3,1,2386,64,0,0,-12
0,0,0,0,0,-21,5,-525,1,-1,-1281,-32,-0.20000000000000018,0,-19
1,0,-1,0,0,-1,-1,-837,-1,1,-786,-37,-0.20000000000000018,-1,17
1,1,1,0,0,0,0,-1881,-3,-5,-224,44,-0.40000000000000036,1,21
1,1,-1,0,0,-148,3,2759,3,7,2587,11,0.8000000000000007,-1,21
1,0,1,0,0,7,0,183,0,1,460,46,0,1,-3
0,0,0,-1,0,47,-3,-1795,-5,-8,-3348,3,-0.20000000000000018,-1,-18
1,1,-1,1,0,4,0,2705,7,4,2350,-16,0.40000000000000036,0,-22
0,0,0,0,0,-2,-4,-3209,-8,-8,-6115,-67,-1,0,-4
1,0,1,1,0,71,0,1826,0,5,1340,-3,0.6000000000000005,2,20
0,1,-1,-1,0,-18,-1,-2521,-5,-2,-2491,-35,-0.7999999999999998,-2,18
0,1,1,0,0,-54,3,-1493,-2,2,-1109,-16,-0.20000000000000018,1,-3
1,1,1,0,0,7,0,1007,2,4,1634,29,0.40000000000000036,1,3
1,1,1,1,0,1,-2,-271,3,4,1252,-12,-0.20000000000000018,2,-7
1,0,1,0,0,4,-2,1250,-2,1,-244,56,0,1,12
1,0,-1,1,0,2,-1,462,3,4,2180,-39,0.20000000000000018,0,30
1,1,1,1,1,-7,-1,-730,3,7,2660,-5,0,2,-19
1,1,1,0,0,3,0,3900,8,6,4124,24,0.6000000000000005,1,12
1,1,-1,0,0,7,0,985,0,-3,34,9,0.20000000000000018,-1,18
1,0,0,0,0,1,3,530,0,-3,-674,31,-0.20000000000000018,0,-17
0,1,-1,0,0,-1,1,-942,0,1,-1036,-27,-0.40000000000000036,-1,-14
0,1,1,0,0,35,0,-338,2,2,1059,-17,0,1,15
1,1,-1,0,-1,-4,0,-26,-1,-1,-1398,0,-0.20000000000000018,-1,16
1,1,1,0,1,3,3,4384,13,14,6770,20,1,1,-8
0,0,1,0,0,1,2,-611,-2,-3,-1302,26,-0.20000000000000018,1,-8
1,1,1,1,0,0,1,2086,3,3,3373,8,0.40000000000000036,2,1
0,0,1,1,0,1,-1,-2277,-3,-2,-3528,-73,-0.5999999999999996,2,15
1,1,-1,0,0,-3,-1,2107,3,10,941,-13,0.6000000000000005,-1,35
1,1,0,0,0,-44,1,443,-3,-8,-1404,21,0,0,-6
1,0,0,0,1,22,1,7645,16,18,8667,51,1.5999999999999996,0,2
0,1,-1,1,0,-3,-3,-972,-3,-6,-1782,-13,-0.40000000000000036,0,-20
1,1,1,0,0,-6,4,1512,3,2,1402,-18,0.40000000000000036,1,15
1,1,0,0,0,-20,1,-797,0,0,472,2,-0.20000000000000018,0,-11
1,1,1,1,0,-2,-2,411,2,4,1935,18,0,2,1
0,0,-1,1,0,0,1,-1150,-2,1,-1185,9,-0.20000000000000018,0,11
1,0,1,0,0,6,0,-325,-2,-1,-388,43,-0.20000000000000018,1,-15
0,1,1,1,0,5,0,939,4,10,1768,16,0,2,7
1,1,1,1,0,9,-2,2596,7,6,5391,55,1,2,12
1,0,1,0,0,4,3,1907,3,6,2326,13,0.6000000000000005,1,1
1,1,1,0,0,45,-1,1742,4,5,2508,-11,0.39999999999999947,1,25
0,1,-1,0,0,-4,0,-1278,-1,-1,-365,10,-0.20000000000000018,-1,-11
0,1,-1,0,0,-6,2,302,4,7,1828,4,0.40000000000000036,-1,9
0,1,0,1,0,-1,0,-1109,-1,-6,-836,9,-0.40000000000000036,1,8
0,1,0,0,0,3,-2,626,1,4,-350,12,-0.20000000000000018,0,-21
0,1,1,-1,0,6,-1,-959,3,7,457,-30,0,0,-16
1,1,1,0,0,5,3,2007,5,6,3712,45,0.6000000000000005,1,5
1,1,1,0,0,6,2,4106,11,17,3931,-32,0.8000000000000007,1,4
1,0,-1,1,0,24,-1,261,0,4,63,-27,0.20000000000000018,0,-6
0,0,-1,-1,0,-7,0,-4428,-5,-6,-4496,-27,-1,-2,-52
1,0,1,0,0,2,0,-82,-3,1,-839,-6,-0.40000000000000036,1,13
0,0,0,0,0,-7,1,-2539,-11,-13,-4030,-3,-0.5999999999999996,0,-2
1,1,-1,0,0,2,-1,-1269,-2,-6,-1596,-2,-0.20000000000000018,-1,-5
0,0,1,-1,-1,67,-2,-3174,-7,-6,-4523,5,-0.7999999999999998,0,3
1,0,1,1,1,-7,-1,2804,4,-5,1786,24,0.7999999999999998,2,4
1,0,1,0,0,2,1,330,-2,-7,-1495,9,0,1,4
0,0,-1,0,0,-34,15,-2773,-5,-3,-2834,13,-0.5999999999999996,-1,-16
0,0,0,-1,0,1,-1,1328,-2,-1,-888,6,0.20000000000000018,-1,8
1,1,1,0,0,4,2,-898,-3,-3,-2259,-40,0,1,28
1,1,-1,0,0,-7,2,127,0,2,1300,53,-0.20000000000000018,-1,-26
0,0,1,0,0,0,0,-1700,-7,-8,-3764,-1,-0.20000000000000018,1,0
1,1,-1,1,0,-3,0,-272,-1,-1,-1426,-3,-0.40000000000000036,0,-20
0,0,-1,1,0,-4,4,15,-1,-7,-1614,-9,-0.20000000000000018,0,-25
1,0,0,0,0,18,1,900,4,6,2013,1,0.20000000000000018,0,13
0,0,1,0,0,-7,-2,-2787,-9,-15,-4513,-29,-0.6000000000000005,1,7
0,0,-1,-1,0,5,-9,-4236,-5,-10,-5271,-81,-1.1999999999999993,-2,-27
1,1,0,0,0,2,2,919,1,-2,-197,-24,0.20000000000000018,0,-4
0,1,1,1,-1,-19,11,-1722,0,-3,-2842,-77,-0.20000000000000018,2,7
0,0,1,-1,0,1,-2,-3772,-7,-9,-4668,-16,-0.7999999999999998,0,-19
1,0,1,0,0,1,2,3953,11,16,3994,-17,1,1,21
0,1,1,0,0,-1,2,-2518,-5,-4,-2420,0,-0.8000000000000007,1,-5
1,1,1,0,0,-11,-3,2754,5,1,2805,-6,0.6000000000000005,1,19
0,1,-1,0,0,5,-6,-1495,1,1,-11,7,-0.6000000000000005,-1,-20
0,0,-1,0,0,-3,2,-2836,-7,-3,-3421,-15,-0.7999999999999998,-1,1
0,0,0,0,0,5,-5,841,3,0,1142,19,0.20000000000000018,0,-4
0,0,-1,-1,0,1,0,-2716,-4,2,-2892,-57,-0.7999999999999998,-2,-20
1,0,1,-1,0,8,-1,231,0,2,324,-12,0,0,17
0,1,-1,0,0,-3,0,3559,8,12,3865,11,1,-1,3
0,0,-1,0,0,-10,-1,-1620,-7,-12,-3191,-26,-0.40000000000000036,-1,-15
1,1,0,0,0,5,-1,1019,3,-1,2070,-9,0.39999999999999947,0,9
1,0,-1,0,0,-5,2,-3285,-4,-3,-3729,-70,-0.7999999999999998,-1,-10
1,1,1,1,0,9,-2,471,-4,-3,-1127,0,0.20000000000000018,2,18
1,0,1,1,0,83,-2,5380,13,22,6713,50,1.2000000000000002,2,-3
1,0,1,-1,0,-2,1,-664,-1,1,350,6,-0.20000000000000018,0,8
0,1,1,0,0,69,2,3054,3,1,2568,10,0.5999999999999996,1,24
0,1,0,0,0,-2,0,-2418,-3,-8,-1625,-14,-0.20000000000000018,0,-10
0,0,-1,-1,0,-2,-4,-1237,-2,-11,-2713,-40,-0.6000000000000005,-2,-1
1,0,1,0,0,6,1,2124,6,6,1743,-19,0.20000000000000018,1,1
0,0,-1,1,0,0,-2,-685,-2,-5,-1706,-9,-0.20000000000000018,0,-29
0,0,-1,0,0,4,-2,-128,-1,-2,-764,6,-0.20000000000000018,-1,3
0,0,-1,0,0,6,-2,-3016,-6,-1,-2436,-25,-0.6000000000000005,-1,3
0,1,-1,-1,0,6,0,-1490,-6,-6,-1988,68,-0.39999999999999947,-2,-16
1,0,0,1,0,-1,-2,952,0,2,942,-2,0.40000000000000036,1,11
1,1,-1,-1,0,-43,2,-498,-3,-5,-1002,63,-0.40000000000000036,-2,-14
1,1,1,-1,0,30,-2,1001,5,11,1787,-33,0.40000000000000036,0,4
0,1,0,-1,0,-28,3,568,3,2,1239,12,0.1999999999999993,-1,0
0,0,-1,0,0,10,1,97,0,0,-232,-3,0,-1,-19
1,0,1,0,0,-1,0,748,3,2,974,24,0,1,-17
1,0,-1,1,0,-4,1,-201,-2,3,289,2,0,0,19
0,0,0,0,0,-10,1,-3931,-8,-5,-2568,-4,-1,0,-5
1,1,0,1,0,-1,-1,2330,4,4,2402,68,0.5999999999999996,1,-10
0,0,1,0,0,4,0,1200,4,8,1998,-23,0.20000000000000018,1,13
0,1,-1,-1,0,4,-1,-1515,1,4,-77,4,-0.20000000000000018,-2,-26
1,1,-1,0,0,-64,0,1019,2,-1,763,30,0.20000000000000018,-1,-5
0,0,0,0,0,0,1,806,3,2,1092,2,0.20000000000000018,0,18
0,0,1,0,0,0,-2,-475,0,3,436,22,-0.39999999999999947,1,5
0,0,-1,0,0,25,-3,-719,-4,-2,-2671,-26,-0.20000000000000018,-1,-7
0,0,-1,0,0,-2,0,-1446,-4,-6,-2958,-39,-0.40000000000000036,-1,-11
1,1,1,1,0,6,-3,2119,9,14,4739,5,0.40000000000000036,2,-1
1,1,0,0,0,-44,1,-2542,-5,-2,-1518,17,-0.40000000000000036,0,-16
1,1,-1,0,0,33,2,1753,2,2,1458,37,0,-1,3
1,1,-1,0,0,-1,-1,-786,-3,0,98,11,0,-1,1
0,0,-1,0,0,25,4,-2442,-7,-3,-3248,-61,-0.6000000000000005,-1,12
1,1,1,0,0,2,4,3469,9,8,3439,12,0.5999999999999996,1,8
0,0,0,0,0,2,2,-1118,2,4,-376,-24,0,0,5
1,1,0,1,0,21,1,2833,5,5,4141,35,0.6000000000000005,1,1
0,0,1,-1,0,7,-2,-1400,-4,-3,-2358,-20,-0.20000000000000018,0,0
0,0,-1,-1,0,1,1,-1626,-6,-11,-3762,-12,0,-2,-4
0,1,1,-1,0,8,-2,-369,-3,1,159,9,-0.20000000000000018,0,16
0,0,0,0,0,-22,1,-1929,-4,-5,-2438,-34,0,0,15
1,1,-1,0,0,-11,0,1096,1,5,2071,28,0.20000000000000018,-1,11
1,1,1,0,0,5,1,2922,9,8,5148,27,0.5999999999999996,1,6
0,1,0,0,0,-29,-1,-1720,-3,-4,-2405,-22,-0.20000000000000018,0,3
1,0,0,0,0,1,2,379,1,2,441,-6,0,0,-8
1,1,1,-1,0,0,-2,-221,0,3,759,19,0,0,17
0,0,0,0,0,-5,-1,732,1,2,898,-10,0,0,4
1,1,1,1,0,5,-1,958,3,2,2397,26,0.20000000000000018,2,24
1,0,1,0,0,4,-1,1056,2,4,1149,15,0.39999999999999947,1,-8
1,0,-1,0,0,8,-3,1040,0,2,857,32,0.20000000000000018,-1,-4
0,1,0,-1,-1,-21,-2,-2680,-3,-1,-3237,-11,-0.40000000000000036,-1,-12
1,1,1,0,0,-3,2,411,2,2,1072,-14,0.20000000000000018,1,-6
1,1,1,0,0,4,2,-1504,-4,-3,-1522,3,-0.20000000000000018,1,3
1,0,-1,0,0,5,-3,-1640,-4,-4,-2633,-7,0,-1,-5
0,0,0,1,0,9,0,399,-1,-6,-213,5,0.20000000000000018,1,24
0,1,-1,-1,-1,-4,-1,-2013,-2,0,-3315,-42,-0.40000000000000036,-2,-32
0,1,1,0,0,1,1,3310,7,1,3987,63,1,1,15
1,1,-1,0,0,-27,0,81,-1,1,-417,-13,0,-1,-7
1,0,-1,0,0,37,-2,-1805,-10,-15,-4732,-54,-0.40000000000000036,-1,10
0,1,-1,1,0,4,2,-69,2,1,1517,10,0.20000000000000018,0,1
0,0,-1,0,0,26,-7,-2248,-8,-4,-2609,-6,0,-1,-16
1,1,1,0,0,-1,-2,-481,-2,0,-67,34,0,1,-10
1,1,1,0,0,5,0,-702,2,7,593,-34,-0.40000000000000036,1,-10
1,0,-1,0,0,20,1,-1882,-6,-4,-3388,-32,-0.20000000000000018,-1,-1
1,1,1,0,0,-5,3,3106,7,11,4233,21,0.6000000000000005,1,12
1,0,0,0,0,2,2,-395,-2,-2,-167,36,-0.40000000000000036,0,2
0,1,-1,0,0,1,-3,-2417,-2,-3,-2088,-39,-0.20000000000000018,-1,-16
0,0,-1,1,0,0,-1,-3035,-2,1,-1647,-60,-0.8000000000000007,0,4
0,0,1,0,0,2,-2,211,1,2,1004,22,0.40000000000000036,1,-9
1,0,1,1,0,8,1,1945,2,5,1625,28,0.40000000000000036,2,12
0,0,0,0,0,27,-1,-2857,-6,-1,-4339,-31,-0.40000000000000036,0,-16
1,1,1,-1,0,13,1,229,-3,0,-1142,-15,0.20000000000000018,0,3
1,0,-1,0,0,-2,1,3524,7,7,4774,51,1,-1,8
0,1,-1,0,0,2,-2,-4005,-13,-18,-5219,12,-1,-1,-4
1,1,-1,0,0,-6,3,-1530,-4,-13,-1984,-3,-0.20000000000000018,-1,13
1,1,0,-1,0,1,0,700,2,-4,697,27,0.20000000000000018,-1,-38
0,1,-1,0,0,2,-2,1187,0,-1,774,20,0,-1,11
0,0,1,0,0,-2,-2,479,2,3,427,-32,0,1,16
1,1,-1,1,1,1,0,617,-1,-4,1487,34,0.20000000000000018,0,-12
0,0,-1,0,0,4,-1,-1464,-2,-1,-1960,-49,-0.40000000000000036,-1,8
1,1,0,0,0,2,0,2313,9,14,4695,2,0.7999999999999998,0,-8
0,1,-1,0,0,58,4,-264,1,5,47,-24,0.20000000000000018,-1,-8
0,1,1,-1,0,16,1,-917,-7,-9,-2145,42,-0.20000000000000018,0,18
0,1,1,1,0,7,-4,-411,2,2,907,38,0.20000000000000018,2,-29
1,1,-1,1,0,-47,2,1214,2,1,1564,12,0.40000000000000036,0,-8
0,0,1,-1,0,-23,-3,350,4,5,686,29,0.20000000000000018,0,-12
1,0,1,1,0,28,3,947,2,3,531,-21,0.20000000000000018,2,13
1,1,1,0,0,3,-4,-228,-2,-1,-506,-37,0,1,24
1,0,-1,0,0,-10,0,-1421,-1,-3,-1528,-33,-0.20000000000000018,-1,-7
1,0,-1,1,0,15,-3,-894,-2,-4,-2376,-20,0,0,0
0,1,-1,0,0,-20,0,-1056,-1,-2,-313,10,0,-1,-11
0,1,-1,-1,0,-1,-1,-998,-2,-7,-1306,-17,-0.20000000000000018,-2,4
0,1,-1,1,0,1,-2,-1143,0,0,997,6,-0.6000000000000005,0,-24
1,1,1,1,0,10,-1,734,3,5,1923,3,0.20000000000000018,2,9
1,1,1,1,1,-2,4,860,2,2,2518,19,0.40000000000000036,2,-3
1,1,-1,-1,-1,-1,-2,-3427,-8,-7,-4949,-52,-0.6000000000000005,-2,-8
0,0,-1,0,0,-2,-1,-80,2,1,115,-28,0,-1,-5
1,0,-1,-1,-1,-6,1,-3701,-7,-13,-4814,-24,-1,-2,-11
1,1,1,0,0,17,-1,1906,2,4,2261,40,0.40000000000000036,1,16
0,1,0,0,0,3,0,-3121,-9,-7,-2904,-8,-0.6000000000000005,0,-17
1,1,1,1,1,2,7,4613,7,7,6597,36,1.2000000000000002,2,25
0,0,1,0,-1,-3,-1,-3208,-4,-3,-4269,-39,-0.6000000000000005,1,0
1,1,-1,0,0,-24,1,-1933,0,-2,218,-14,-0.20000000000000018,-1,-8
1,1,-1,1,1,2,-1,1440,6,7,3263,8,0.20000000000000018,0,-19
0,0,-1,0,-1,-5,0,-862,-3,-8,-3597,-5,-0.20000000000000018,-1,-8
0,0,-1,0,0,-37,-2,-1169,-4,-7,-1725,-3,0,-1,8
0,1,-1,-1,0,6,-2,64,2,2,500,-14,0.20000000000000018,-2,4
0,0,0,0,0,-70,-3,-2481,-9,-13,-5533,-8,-0.7999999999999998,0,-1
1,1,1,0,0,4,0,1165,4,3,2028,-8,0.20000000000000018,1,2
0,1,-1,-1,-1,-1,1,-1768,-4,-2,-3131,11,-0.40000000000000036,-2,13
1,1,1,0,1,-39,1,-85,5,3,3304,8,0,1,-2
1,1,0,0,-1,-7,-4,-1364,2,-1,-1421,-46,-0.20000000000000018,0,13
0,0,-1,0,0,27,-1,-3337,-2,-1,-1980,-36,-0.5999999999999996,-1,-21
1,0,1,0,0,-2,-1,1881,3,1,1648,11,0.6000000000000005,1,26
1,1,0,0,0,-2,3,285,3,1,239,-42,0,0,5
1,1,-1,1,-1,28,1,2462,6,7,1643,29,0.5999999999999996,0,-10
1,1,-1,0,0,39,3,-85,4,8,994,-45,-0.20000000000000018,-1,-18
1,1,1,-1,-1,1,1,-1860,0,4,-1025,-11,-0.5999999999999996,0,-14
0,0,1,-1,0,7,1,-2226,-4,-3,-2820,-16,-0.8000000000000007,0,12
0,0,-1,0,0,2,0,-4035,-9,-14,-5617,-22,-1,-1,-30
0,0,-1,-1,0,-4,-1,-2104,-4,-5,-2733,-8,-0.6000000000000005,-2,-16
0,1,-1,0,0,-32,17,185,-3,-5,5,32,0.20000000000000018,-1,5
0,0,-1,0,0,-5,2,284,-4,-11,-1333,19,-0.20000000000000018,-1,15
1,0,1,0,0,1,3,1073,6,6,1718,13,0.20000000000000018,1,-20
0,1,1,-1,0,1,-3,-2887,-1,4,-2132,-33,-0.40000000000000036,0,-11
1,1,1,-1,0,-1,2,4362,11,10,6439,56,1,0,-1
0,0,1,1,0,3,-5,-2469,-4,-3,-2564,-45,-0.40000000000000036,2,-2
0,0,1,-1,0,17,-1,-1919,-6,-10,-3481,-30,-0.6000000000000005,0,27
0,1,-1,0,0,2,-2,1981,2,1,2350,34,0.20000000000000018,-1,18
0,1,-1,0,0,-23,-2,-2878,-8,-14,-3804,-24,-0.8000000000000007,-1,-8
1,1,1,0,0,4,0,2924,6,8,2804,15,0.40000000000000036,1,-2
1,1,0,-1,0,1,2,-101,3,0,951,-7,0,-1,-1
1,0,1,1,1,0,2,1855,0,2,2831,51,0.6000000000000005,2,15
1,1,-1,0,0,-20,5,-4127,-7,-14,-4264,-55,-0.8000000000000007,-1,-3
1,1,-1,0,0,-21,1,617,1,6,2006,76,-0.20000000000000018,-1,-12
0,1,1,1,0,-51,-1,419,2,5,1708,7,0.20000000000000018,2,5
0,0,-1,0,0,-60,0,-2401,-5,-4,-2018,0,-0.20000000000000018,-1,-7
1,1,1,0,0,-3,2,-759,1,3,383,-1,-0.20000000000000018,1,-12
0,1,-1,0,0,-8,-1,-3576,-7,-9,-4199,-77,-0.7999999999999998,-1,-9
1,0,-1,0,0,0,-1,-793,-3,-2,-1240,-11,-0.20000000000000018,-1,7
1,1,1,-1,0,0,-1,-1069,0,4,90,-29,-0.40000000000000036,0,4
1,1,-1,0,0,-26,-1,50,-2,2,737,24,-0.20000000000000018,-1,13
1,0,-1,1,0,-6,4,1759,-1,-3,993,50,0.20000000000000018,0,4
1,1,0,0,0,-32,2,292,2,4,2281,10,0,0,22
1,1,0,-1,0,-10,0,-1358,0,6,-778,-23,-0.40000000000000036,-1,-19
0,0,-1,0,0,-3,-13,-3371,-4,-5,-4178,-35,-0.8000000000000007,-1,-29
0,0,-1,0,0,-5,-2,-4820,-9,-7,-6092,-75,-1.2000000000000002,-1,-10
0,1,1,-1,0,-2,1,-801,2,6,-22,-31,-0.20000000000000018,0,-16
1,0,0,0,0,-1,2,-1547,-3,-2,-1421,-43,0,0,4
1,0,-1,0,0,-1,0,2830,6,6,4091,59,0.7999999999999998,-1,-8
1,1,1,0,0,4,0,3613,6,10,3923,41,1.2000000000000002,1,29
1,1,0,0,0,32,-1,2001,9,16,2896,-30,0.6000000000000005,0,8
0,0,1,-1,0,-1,-3,-1019,-5,-10,-2534,25,-0.40000000000000036,0,13
0,1,1,0,1,1,0,-188,0,-2,774,32,0.20000000000000018,1,-21
0,1,-1,-1,0,-19,1,914,5,3,838,-17,-0.40000000000000036,-2,-4
0,0,1,1,0,22,0,-2098,2,4,-683,-56,-0.8000000000000007,2,5
0,0,1,0,0,128,-1,-313,-4,-6,-1540,18,0.20000000000000018,1,8
1,0,1,-1,0,0,0,640,1,1,623,17,0,0,-4
0,0,0,0,0,-6,1,-1476,-7,-8,-2447,13,-0.1999999999999993,0,5
1,0,1,-1,-1,5,-1,-3885,-9,-5,-6324,-58,-0.7999999999999998,0,9
1,0,-1,1,0,1,1,-202,-3,0,-964,12,0,0,8
1,0,0,0,0,79,-3,2747,8,12,3825,10,1,0,-7
0,1,1,-1,0,2,-1,-662,-1,-1,-379,-5,0.20000000000000018,0,24
0,0,-1,1,0,-3,4,271,-3,-7,-977,1,-0.20000000000000018,0,-11
1,1,1,0,0,1,0,559,2,3,1004,41,0.20000000000000018,1,12
0,0,-1,0,0,-3,-1,3641,3,-2,2760,70,0.8000000000000007,-1,4
1,0,1,1,0,0,2,2292,0,0,1168,21,0.40000000000000036,2,26
1,1,1,0,0,5,-1,442,3,0,3046,51,0.40000000000000036,1,-4
1,1,-1,0,0,-12,-3,830,1,5,1752,31,0.20000000000000018,-1,-12
0,0,-1,0,0,0,0,-653,-2,-4,-713,-6,0,-1,7
0,1,-1,0,0,1,0,-1233,-4,-12,-1913,-3,0,-1,-1
0,0,-1,0,0,-121,-1,-2787,-2,-4,-2403,-56,-0.6000000000000005,-1,-17
0,0,-1,1,0,-5,-12,2119,0,0,821,17,0.20000000000000018,0,12
1,1,-1,1,0,-1,-1,941,2,-1,1805,19,0.20000000000000018,0,-1
0,1,-1,0,0,-3,-3,-1518,-2,-2,-1249,33,-0.6000000000000005,-1,-12
1,1,1,0,0,-23,2,73,0,2,-44,5,0,1,16
1,0,0,1,0,-25,1,1870,-3,-2,1151,77,0.7999999999999998,1,12
0,1,-1,0,0,-42,1,-2144,-5,-3,-2168,-6,-0.40000000000000036,-1,5
1,1,1,0,0,-3,2,-662,1,3,348,-20,-0.20000000000000018,1,-4
1,1,-1,0,0,-44,-1,427,0,3,644,18,0,-1,0
0,0,-1,0,0,0,2,-1995,-8,-12,-3449,1,-0.5999999999999996,-1,-5
1,1,-1,0,0,-2,2,2308,5,8,2900,53,0.7999999999999998,-1,-4
1,0,1,-1,-1,-2,1,70,-2,0,-2696,-39,-0.20000000000000018,0,32
1,1,1,1,0,-1,-1,5766,14,13,7847,99,1.4000000000000004,2,0
0,0,-1,-1,0,-24,5,-3115,-5,-7,-3400,-16,-1,-2,-25
0,0,1,-1,0,-36,-1,-1802,-3,-7,-1387,30,-0.20000000000000018,0,-9
1,0,-1,-1,0,0,-3,-529,0,-3,253,22,-0.40000000000000036,-2,-4
0,0,1,0,0,-28,2,-623,-1,-1,-839,-10,0,1,6
1,1,1,1,1,16,2,2977,3,2,2945,-15,0.40000000000000036,2,5
0,1,-1,0,0,-1,3,-2280,-2,-4,-1346,3,-0.40000000000000036,-1,-5
0,0,1,0,0,2,0,1640,3,0,1951,48,0.40000000000000036,1,-8
0,1,1,0,0,-2,0,-2554,-2,-1,-2164,-18,-0.5999999999999996,1,-15
1,0,0,0,0,65,0,-968,1,0,-817,-30,0,0,-11
1,1,1,0,0,5,3,3695,4,3,3643,55,0.7999999999999998,1,12
1,1,0,1,0,0,3,2297,7,3,3066,39,0.40000000000000036,1,-7
1,1,-1,0,0,-5,3,1219,2,5,2241,43,0.40000000000000036,-1,-25
0,0,-1,0,0,4,-4,-1659,0,-5,-1933,-4,-0.6000000000000005,-1,-40
1,0,-1,0,0,1,-1,2653,4,6,1886,-11,0.8000000000000007,-1,9
1,0,0,0,0,158,-1,255,-2,-4,-287,-26,0.40000000000000036,0,16
1,1,1,0,0,-4,3,-28,2,7,-145,-18,0,1,-19
1,1,-1,-1,0,0,0,3129,8,8,5241,24,1,-2,1
0,1,1,1,0,26,3,2627,6,4,2975,14,0.7999999999999998,2,4
0,1,-1,-1,0,0,-4,1036,1,2,1419,37,0.20000000000000018,-2,-19
0,0,1,0,0,-1,2,-926,-2,-3,-2286,-26,0,1,9
0,1,1,0,0,3,2,1481,2,3,1551,33,0.40000000000000036,1,4
